"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00144421","38.326","-94.6956","256.9","2000-07-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-14","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-16","0.00","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-17","0.60","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-18","0.60","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-19","0.13","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-22","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-23","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-24","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-25","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-26","0.00","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-27","0.35","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-29","0.35","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-30","0.00","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-07-31","0.05","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-04","0.00","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-05","0.10","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-14","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-16","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-17","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-22","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-23","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-24","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-25","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-26","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-29","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-30","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-08-31","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-04","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-13","0.38","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-14","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-16","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-17","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-21","0.00","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-22","0.00","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-23","0.61","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-24","0.20","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-25","0.52","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-26","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-29","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-09-30","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-04","0.00","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-05","0.45","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-14","0.15","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-16","0.67","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-17","0.52","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-22","0.25","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-23","0.10","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-24","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-25","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-26","0.10","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-29","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-30","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-10-31","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-04","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-06","0.30","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-07","0.45","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-08","0.15","3.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-09","0.55","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-14","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-16","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-17","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-22","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-23","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-24","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-25","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-26","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-29","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-11-30","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-04","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-13","0.60","5.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-14","0.16","3.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-16","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-17","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-22","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-23","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-24","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-25","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-26","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-29","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-30","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2000-12-31","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-04","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-14","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-16","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-17","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-22","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-23","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-24","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-25","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-26","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-29","1.60","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-30","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-01-31","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-04","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-10","1.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-14","0.25","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-15","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-16","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-17","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-22","0.01","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-23","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-24","1.20","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-25","1.24","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-26","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-02-28","0.23","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-03","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-04","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-10","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-11","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-12","0.43","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-14","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-15","0.72","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-16","1.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-17","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-18","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-19","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-20","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-21","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-22","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-23","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-24","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-25","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-26","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-27","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-28","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-29","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-30","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-03-31","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-01","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-02","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-03","0.18","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-04","0.20","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-05","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-06","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-07","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-08","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-09","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-10","0.35","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-11","0.45","0.0",,,,"    1",,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-12","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-13","0.00","0.0",,,,,,,,
"USC00144421","38.326","-94.6956","256.9","2001-04-14","0.00","0.0",,,,,,,,
